leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
0691051,Alameda County Office of Education,CA,Hayward,259,http://www.acoe.org,Regular public school district that is not a component of a supervisory union,5
1305580,Webster County,GA,Preston,259,,Regular public school district that is not a component of a supervisory union,2
1600178,PEACE VALLEY CHARTER SCHOOL INC.,ID,BOISE,259,,Independent charter district,1
2311700,RSU 45/MSAD 45,ME,Washburn,259,http://www.msad45.net,Regular public school district that is not a component of a supervisory union,2
2600264,State Street Academy,MI,BAY CITY,259,http://www.statestreetacademy.org,Independent charter district,1
2601010,Michigan Educational Choice Center,MI,DETROIT,259,,Independent charter district,1
3500178,ALTURA PREPARATORY SCHOOL,NM,ALBUQUERQUE,259,http://alturaprep.org,Independent charter district,1
3603030,ANDOVER CENTRAL SCHOOL DISTRICT,NY,ANDOVER,259,http://www.andovercsd.org,Regular public school district that is not a component of a supervisory union,1
3901366,Horizon Science Academy Dayton High School,OH,Dayton,259,http://hs.horizondayton.org/,Independent charter district,1
5308850,Thorp School District,WA,THORP,259,,Regular public school district that is not a component of a supervisory union,1
0400102,Friendly House Inc. (4303),AZ,PHOENIX,258,,Independent charter district,1
0601859,EJE Middle Academy District,CA,El Cajon,258,,Independent charter district,1
0602322,Stella Elementary Charter Academy District,CA,Los Angeles,258,http://www.brightstarschools.org/seca,Independent charter district,1
0602396,Matrix for Success Academy District,CA,Los Angeles,258,http://www.matrix4success.org,Independent charter district,1
1738520,Taft SD 90,IL,Lockport,258,http://www.taft90.org,Regular public school district that is not a component of a supervisory union,1
3017010,Lodge Grass Elem,MT,Lodge Grass,258,http://Lodgegrass.K12.mt.us,Regular public school district that is not a component of a supervisory union,2
3410380,Monmouth Beach School District,NJ,Monmouth Beach,258,http://WWW.MBSCHOOL.ORG,Regular public school district that is not a component of a supervisory union,1
3500124,TIERRA ADENTRO,NM,ALBUQUERQUE,258,http://www.tierraadentronm.org,Independent charter district,1
3700074,Dillard Academy,NC,Goldsboro,258,http://www.dillardacademy.org/,Independent charter district,1
4200904,Catalyst Academy CS,PA,Pittsburgh,258,http://catalystacademy.org,Independent charter district,1
4800174,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,TX,LAREDO,258,http://www.triumphpublicschools.org,Independent charter district,2
0400621,Pinnacle Education-Tempe Inc. (81001),AZ,TEMPE,257,http://www.pin-ed.com/,Independent charter district,2
0400929,Noah Webster Schools-Pima (92374),AZ,MESA,257,http://noahwebster.org,Independent charter district,1
0601631,Trivium Charter School Adventure District,CA,Lompoc,257,http://triviumcharter.org/,Independent charter district,1
1600165,SANDPOINT CHARTER SCHOOL INC.,ID,SANDPOINT,257,,Independent charter district,1
2600283,Mt. Clemens Montessori Academy,MI,MOUNT CLEMENS,257,http://www.mtclemensmontessori.com,Independent charter district,1
2635010,Wakefield-Marenisco School District,MI,WAKEFIELD,257,http://www.wmschools.org,Regular public school district that is not a component of a supervisory union,1
2635130,Walkerville Public Schools,MI,WALKERVILLE,257,http://walkervillewildcats.com,Regular public school district that is not a component of a supervisory union,2
2680280,Eastern Upper Peninsula ISD,MI,SAULT STE. MARIE,257,http://www.eupschools.org/,Specialized public school district,2
2680320,Clinton County RESA,MI,SAINT JOHNS,257,http://www.ccresa.org,Specialized public school district,1
3901475,SunBridge Schools,OH,Toledo,257,http://www.sunbridgeschools.org/,Independent charter district,1
4021360,NEW LIMA,OK,Wewoka,257,http://www.newlima.k12.ok.us/,Regular public school district that is not a component of a supervisory union,2
4025080,PRETTY WATER,OK,Sapulpa,257,http://www.prettywater.k12.ok.us,Regular public school district that is not a component of a supervisory union,1
0601929,JCS - Mountain Oaks District,CA,Encinitas,256,http://mountainoaks.jcs-inc.org,Independent charter district,1
0627510,North Cow Creek Elementary,CA,Palo Cedro,256,http://www.northcowcreek.org,Regular public school district that is not a component of a supervisory union,1
0805850,West End School District No. Re-2,CO,NUCLA,256,http://www.westendschools.org/,Regular public school district that is not a component of a supervisory union,3
1601170,GARDEN VALLEY DISTRICT,ID,GARDEN VALLEY,256,,Regular public school district that is not a component of a supervisory union,2
1722870,Leland CUSD 1,IL,Leland,256,http://www.leland1.org,Regular public school district that is not a component of a supervisory union,2
2700430,Athlos Academy of Saint Cloud,MN,SAINT CLOUD,256,http://athlosstcloud.org/,Independent charter district,1
2913530,HALFWAY R-III,MO,HALF WAY,256,http://WWW.HALFWAYSCHOOLS.ORG,Regular public school district that is not a component of a supervisory union,2
3501980,MESA VISTA,NM,OJO CALIENTE,256,http://mesavistacsd.com,Regular public school district that is not a component of a supervisory union,4
3600998,SUMMIT ACADEMY CHARTER SCHOOL,NY,BROOKLYN,256,http://www.sacsny.org,Independent charter district,1
3900233,Foxfire High School,OH,Zanesville,256,http://www.foxfireschools.com/,Independent charter district,1
3901622,South Columbus Preparatory Academy at Southfield,OH,Columbus,256,http://socolumbusprep.org,Independent charter district,1
4022560,OILTON,OK,Oilton,256,http://www.oilton.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4108940,North Powder SD 8J,OR,North Powder,256,http://www.npowder.k12.or.us,Independent charter district,1
4200016,Youth Build Phila CS,PA,Philadelphia,256,http://www.youthbuildphilly.org,Independent charter district,1
4200118,Infinity CS,PA,Harrisburg,256,http://www.infinityschool.org,Independent charter district,1
4844810,WEBB CISD,TX,BRUNI,256,http://www.webbcisd.org,Regular public school district that is not a component of a supervisory union,4
5300354,Impact | Commencement Bay Elementary,WA,Tacoma,256,http://www.impactps.org,Independent charter district,1
0400317,Khalsa Family Services (79420),AZ,TUCSON,255,http://khalsamontessori.com,Independent charter district,1
1305851,State Specialty Schools II- DeKalb Brilliance Academy,GA,Decatur,255,,Independent charter district,1
1734470,Rockdale SD 84,IL,Rockdale,255,http://www.rockdale84.org,Regular public school district that is not a component of a supervisory union,1
1735610,Scales Mound CUSD 211,IL,Scales Mound,255,,Regular public school district that is not a component of a supervisory union,3
2604620,Bellaire Public Schools,MI,BELLAIRE,255,http://www.bellairek12.org,Regular public school district that is not a component of a supervisory union,2
3025130,Centerville Elem,MT,Sand Coulee,255,http://www.centerville.k12.mt.us,Regular public school district that is not a component of a supervisory union,5
3026190,Three Forks H S,MT,Three Forks,255,http://www.tfschools.com,Regular public school district that is not a component of a supervisory union,1
3601222,BRILLA PAX CHARTER SCHOOL,NY,BRONX,255,http://brillaschools.org,Independent charter district,1
3900313,Northwest School of the Arts,OH,Cleveland,255,http://acanwest.com/,Independent charter district,1
3900454,Horizon Science Academy-Denison Middle School,OH,Cleveland,255,http://www.horizondenison.org/,Independent charter district,1
3900580,Youngstown Academy of Excellence,OH,Youngstown,255,http://youngstownacademy.org/,Independent charter district,1
4005130,BOWLEGS,OK,Bowlegs,255,http://www.bowlegs.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4009420,DARLINGTON,OK,El Reno,255,http://www.darlingtonps.org,Regular public school district that is not a component of a supervisory union,1
4012570,GEARY,OK,Geary,255,http://www.gearyschools.org/,Regular public school district that is not a component of a supervisory union,3
4811910,BUENA VISTA ISD,TX,IMPERIAL,255,http://www.bvisd.net,Regular public school district that is not a component of a supervisory union,1
4844040,VERIBEST ISD,TX,VERIBEST,255,http://veribest.netxv.net,Regular public school district that is not a component of a supervisory union,3
0400356,Nosotros Inc (79881),AZ,TUCSON,254,http://www.nosotrosacademy.com/,Independent charter district,1
0400376,Cortez Park Charter Middle School Inc. (79988),AZ,PHOENIX,254,http://www.cortezpark.org/,Independent charter district,1
0400981,Science Technology Engineering and Math Arizona (1000050),AZ,Tucson,254,http://davincitree.academy,Independent charter district,1
0602190,Alliance Susan and Eric Smidt Technology High District,CA,Los Angeles,254,http://smidttech.org,Independent charter district,1
0602263,ICEF Innovation Los Angeles Charter District,CA,Los Angeles,254,http://www.icefps.org,Independent charter district,1
0602277,Architecture Construction & Engr Charter High (ACE) DIST,CA,Camarillo,254,http://www.acecharterhigh.org,Independent charter district,1
1737120,St Anne CCSD 256,IL,Saint Anne,254,http://www.sags256.org,Regular public school district that is not a component of a supervisory union,1
1740620,Waltham CCSD 185,IL,Utica,254,http://www.wesd185.org,Regular public school district that is not a component of a supervisory union,1
1929280,Villisca Comm School District,IA,Villisca,254,http://www.southwestvalley.org,Regular public school district that is not a component of a supervisory union,2
2923190,SOUTH HOLT CO. R-I,MO,OREGON,254,http://SOUTHHOLTR1.COM/,Regular public school district that is not a component of a supervisory union,2
3807850,GLENBURN 26,ND,Glenburn,254,http://www.glenburn.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
3901499,Lake Erie College Preparatory School,OH,Cleveland,254,http://lakeerieprep.org/,Independent charter district,1
3904868,Jefferson Township Local,OH,Dayton,254,http://www.jeffersontwp.k12.oh.us/,Regular public school district that is not a component of a supervisory union,3
3910058,Ohio Deaf and Blind Education Services,OH,Columbus,254,,State operated agency,3
4026610,RYAN,OK,Ryan,254,http://www.ryan.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4801395,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,TX,NACOGDOCHES,254,http://www.sfasu.edu/charter_school,Independent charter district,1
5508970,Mellen School District,WI,Mellen,254,http://www.mellendiggers.org,Regular public school district that is not a component of a supervisory union,1
0601996,Yuba City Charter District,CA,Yuba City,253,http://www.yubacitycharter.org,Independent charter district,1
0636450,Shandon Joint Unified,CA,Shandon,253,http://www.shandonschools.org,Regular public school district that is not a component of a supervisory union,3
1100058,Howard University Middle School of Math and Science PCS,DC,Washington,253,http://www.hu-ms2.org,Independent charter district,1
1800037,Joshua Academy,IN,Evansville,253,http://www.joshuaacademyschools.com,Independent charter district,1
2509780,Plympton,MA,Kingston,253,http://des.slrsd.org,Regular public school district that is not a component of a supervisory union,1
2629340,Rapid River Public Schools,MI,RAPID RIVER,253,http://www.rapidriver.k12.mi.us,Regular public school district that is not a component of a supervisory union,1
2700345,TREKNORTH HIGH SCHOOL,MN,BEMIDJI,253,http://www.treknorth.org/,Independent charter district,2
2911450,EMINENCE R-I,MO,Eminence,253,http://www.redwingsk12.org,Regular public school district that is not a component of a supervisory union,2
3601174,ONTECH CHARTER HIGH SCHOOL,NY,SYRACUSE,253,http://www.ontechcharter.com,Independent charter district,1
